ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link
PBI-1033,PowerBI,Critical,Closed,Network Ops,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-03 21:00:00,2025-01-04 06:00:00,https://app.powerbi.com/reports/PBI-1033
JIRA-1043,Jira,Low,Resolved,Cloud Team,High CPU usage on server,System detected performance degradation across multiple nodes.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-07 10:00:00,2025-01-09 00:00:00,https://jira.example.com/browse/JIRA-1043
JIRA-1042,Jira,Medium,In Progress,Security Ops,Email service outage,Users reported service disruptions affecting business workflow.,Network latency spike,Restarted impacted service and cleared cache.,2025-01-07 05:00:00,2025-01-09 03:00:00,https://jira.example.com/browse/JIRA-1042
JIRA-1167,Jira,Critical,Closed,Security Ops,High CPU usage on server,Users reported service disruptions affecting business workflow.,Firewall misconfiguration,Restarted impacted service and cleared cache.,2025-01-16 21:00:00,2025-01-17 15:00:00,https://jira.example.com/browse/JIRA-1167
CW-1103,CloudWatch,Medium,Closed,Helpdesk,RDS free storage space critically low,Auto-recovery event performed by AWS.,Unoptimized workload placement,Increased allocated resources.,2025-01-29 21:00:00,2025-01-30 21:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1103
CW-1013,CloudWatch,Low,Closed,DevOps,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Infinite loop execution,Scaled instance type.,2025-01-11 04:00:00,2025-01-12 16:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1013
PBI-1012,PowerBI,High,Resolved,Network Ops,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-05 12:00:00,2025-01-07 12:00:00,https://app.powerbi.com/reports/PBI-1012
JIRA-1178,Jira,Critical,Closed,Network Ops,Database timeout issue,Service unreachable due to network routing failure.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-13 14:00:00,2025-01-13 18:00:00,https://jira.example.com/browse/JIRA-1178
PBI-1130,PowerBI,Low,Open,DBA Team,Gateway connection error,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-17 17:00:00,2025-01-19 04:00:00,https://app.powerbi.com/reports/PBI-1130
PBI-1139,PowerBI,High,Resolved,Security Ops,Incorrect KPI values displayed,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-16 07:00:00,2025-01-18 00:00:00,https://app.powerbi.com/reports/PBI-1139
JIRA-1177,Jira,Critical,In Progress,Helpdesk,Email service outage,Service unreachable due to network routing failure.,Memory leak issue,Renewed authentication certificate.,2025-02-08 22:00:00,2025-02-09 21:00:00,https://jira.example.com/browse/JIRA-1177
CW-1065,CloudWatch,Medium,Resolved,Network Ops,EC2 instance restart detected,Auto-recovery event performed by AWS.,Infinite loop execution,Increased allocated resources.,2025-01-13 06:00:00,2025-01-16 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1065
CW-1166,CloudWatch,High,Resolved,Cloud Team,CloudWatch alarm triggered for CPU threshold,Failure trend observed across multiple Lambda executions.,Unbalanced traffic routing,Scaled instance type.,2025-01-12 21:00:00,2025-01-14 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1166
TAB-1057,Tableau,Medium,Resolved,Security Ops,Extract refresh failed,Interactive filters returning empty result set.,Network throttling issue,Optimized query and reindexed table.,2025-01-26 16:00:00,2025-01-29 15:00:00,https://tableau.example.com/views/TAB-1057
CW-1165,CloudWatch,Medium,In Progress,Cloud Team,ELB target health check failures,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Scaled instance type.,2025-01-23 13:00:00,2025-01-24 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1165
PBI-1143,PowerBI,Critical,Resolved,DBA Team,Gateway connection error,Visuals stuck loading indefinitely.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-02 00:00:00,2025-01-03 09:00:00,https://app.powerbi.com/reports/PBI-1143
JIRA-1015,Jira,Low,Open,Security Ops,User unable to login,Application not responding after deployment activities.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-01-11 05:00:00,2025-01-12 11:00:00,https://jira.example.com/browse/JIRA-1015
JIRA-1003,Jira,Medium,Open,DBA Team,High CPU usage on server,System detected performance degradation across multiple nodes.,Firewall misconfiguration,Restarted impacted service and cleared cache.,2025-01-03 03:00:00,2025-01-04 08:00:00,https://jira.example.com/browse/JIRA-1003
TAB-1135,Tableau,High,Open,Helpdesk,Permission denied on shared dashboard,Interactive filters returning empty result set.,Network throttling issue,Updated credentials and reran extract.,2025-02-02 01:00:00,2025-02-02 21:00:00,https://tableau.example.com/views/TAB-1135
TAB-1056,Tableau,Medium,Resolved,Network Ops,Extract refresh failed,Interactive filters returning empty result set.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-28 22:00:00,2025-01-30 08:00:00,https://tableau.example.com/views/TAB-1056
PBI-1180,PowerBI,Critical,In Progress,Cloud Team,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-14 02:00:00,2025-01-16 10:00:00,https://app.powerbi.com/reports/PBI-1180
PBI-1045,PowerBI,Low,In Progress,Helpdesk,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Corrected data transformation steps.,2025-01-24 11:00:00,2025-01-26 01:00:00,https://app.powerbi.com/reports/PBI-1045
TAB-1138,Tableau,Critical,Closed,Network Ops,Extract refresh failed,Scheduled extract refresh failure detected.,Data source credentials expired,Optimized query and reindexed table.,2025-01-09 19:00:00,2025-01-11 16:00:00,https://tableau.example.com/views/TAB-1138
PBI-1078,PowerBI,Low,Resolved,DBA Team,Row-level security not applied,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-19 20:00:00,2025-01-22 07:00:00,https://app.powerbi.com/reports/PBI-1078
PBI-1017,PowerBI,Low,Open,Security Ops,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-26 03:00:00,2025-01-27 08:00:00,https://app.powerbi.com/reports/PBI-1017
CW-1038,CloudWatch,High,Resolved,DBA Team,EC2 instance restart detected,Failure trend observed across multiple Lambda executions.,Infinite loop execution,Optimized Lambda execution time.,2025-01-04 13:00:00,2025-01-06 07:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1038
CW-1114,CloudWatch,High,Resolved,Network Ops,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Unoptimized workload placement,Increased allocated resources.,2025-01-14 22:00:00,2025-01-17 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1114
TAB-1124,Tableau,Medium,Resolved,Cloud Team,Extract refresh failed,Scheduled extract refresh failure detected.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-16 14:00:00,2025-01-17 10:00:00,https://tableau.example.com/views/TAB-1124
PBI-1057,PowerBI,Critical,Closed,Network Ops,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-15 02:00:00,2025-01-15 13:00:00,https://app.powerbi.com/reports/PBI-1057
JIRA-1009,Jira,Low,In Progress,Security Ops,Disk space running low,Database query execution time exceeding normal threshold.,SSL handshake failure,Optimized memory allocation and redeployed.,2025-01-30 23:00:00,2025-02-01 09:00:00,https://jira.example.com/browse/JIRA-1009
TAB-1049,Tableau,Critical,Resolved,DBA Team,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-02-08 06:00:00,2025-02-09 08:00:00,https://tableau.example.com/views/TAB-1049
JIRA-1022,Jira,Medium,In Progress,DevOps,High CPU usage on server,Database query execution time exceeding normal threshold.,Expired authentication token,Restarted impacted service and cleared cache.,2025-01-16 22:00:00,2025-01-19 03:00:00,https://jira.example.com/browse/JIRA-1022
TAB-1021,Tableau,High,In Progress,Cloud Team,Missing data in visualization,Interactive filters returning empty result set.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-02-03 09:00:00,2025-02-05 23:00:00,https://tableau.example.com/views/TAB-1021
PBI-1147,PowerBI,Medium,Open,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-02-10 22:00:00,2025-02-13 18:00:00,https://app.powerbi.com/reports/PBI-1147
CW-1090,CloudWatch,Critical,Open,DevOps,ELB target health check failures,Database storage reaching capacity limits.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-13 22:00:00,2025-01-15 20:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1090
CW-1184,CloudWatch,High,In Progress,Security Ops,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Infinite loop execution,Optimized Lambda execution time.,2025-01-29 17:00:00,2025-01-30 09:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1184
CW-1026,CloudWatch,High,Closed,DevOps,S3 request latency unusually high,Elevated latency impacting application performance.,Unoptimized workload placement,Increased allocated resources.,2025-02-04 17:00:00,2025-02-06 10:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1026
TAB-1140,Tableau,High,In Progress,DBA Team,Dashboard filter not working,Scheduled extract refresh failure detected.,Network throttling issue,Updated credentials and reran extract.,2025-01-05 01:00:00,2025-01-06 04:00:00,https://tableau.example.com/views/TAB-1140
CW-1071,CloudWatch,Medium,Resolved,DevOps,RDS free storage space critically low,Database storage reaching capacity limits.,Infinite loop execution,Increased allocated resources.,2025-01-18 14:00:00,2025-01-19 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1071
TAB-1003,Tableau,High,Resolved,DBA Team,Slow performance on Tableau report,Dashboard not showing newly ingested records.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-20 17:00:00,2025-01-22 12:00:00,https://tableau.example.com/views/TAB-1003
TAB-1037,Tableau,Low,In Progress,Security Ops,Extract refresh failed,Dashboard not showing newly ingested records.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-18 23:00:00,2025-01-21 15:00:00,https://tableau.example.com/views/TAB-1037
JIRA-1093,Jira,Critical,Open,DBA Team,VPN connection failure,Application not responding after deployment activities.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-01-06 01:00:00,2025-01-07 08:00:00,https://jira.example.com/browse/JIRA-1093
PBI-1131,PowerBI,Critical,Closed,DBA Team,Report visuals not rendering,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Corrected data transformation steps.,2025-02-02 22:00:00,2025-02-03 06:00:00,https://app.powerbi.com/reports/PBI-1131
TAB-1162,Tableau,Low,In Progress,DBA Team,Missing data in visualization,Users experiencing delay in loading components.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-01 20:00:00,2025-01-04 04:00:00,https://tableau.example.com/views/TAB-1162
PBI-1144,PowerBI,Low,Resolved,DBA Team,Incorrect KPI values displayed,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-02 18:00:00,2025-01-02 23:00:00,https://app.powerbi.com/reports/PBI-1144
TAB-1084,Tableau,Medium,In Progress,DBA Team,Permission denied on shared dashboard,Interactive filters returning empty result set.,Data source credentials expired,Optimized query and reindexed table.,2025-01-17 04:00:00,2025-01-17 13:00:00,https://tableau.example.com/views/TAB-1084
JIRA-1184,Jira,High,Closed,Network Ops,Database timeout issue,Authentication request failed repeatedly for end users.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-17 09:00:00,2025-01-17 10:00:00,https://jira.example.com/browse/JIRA-1184
CW-1049,CloudWatch,Medium,Open,DBA Team,Lambda timeout errors increasing,Elevated latency impacting application performance.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-18 18:00:00,2025-01-21 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1049
TAB-1196,Tableau,Low,Resolved,DBA Team,Extract refresh failed,Scheduled extract refresh failure detected.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-02-05 11:00:00,2025-02-06 19:00:00,https://tableau.example.com/views/TAB-1196
JIRA-1153,Jira,High,In Progress,Security Ops,503 service unavailable,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-02-08 22:00:00,2025-02-10 04:00:00,https://jira.example.com/browse/JIRA-1153
JIRA-1075,Jira,High,Closed,DBA Team,Database timeout issue,Authentication request failed repeatedly for end users.,SSL handshake failure,Optimized memory allocation and redeployed.,2025-02-04 11:00:00,2025-02-06 07:00:00,https://jira.example.com/browse/JIRA-1075
PBI-1053,PowerBI,High,Closed,Security Ops,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-29 06:00:00,2025-01-29 13:00:00,https://app.powerbi.com/reports/PBI-1053
CW-1095,CloudWatch,High,Resolved,Cloud Team,ELB target health check failures,Auto-recovery event performed by AWS.,High read/write operations,Increased allocated resources.,2025-01-10 09:00:00,2025-01-12 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1095
TAB-1077,Tableau,Low,Closed,Security Ops,Dashboard filter not working,Dashboard not showing newly ingested records.,Data source credentials expired,Updated credentials and reran extract.,2025-01-25 14:00:00,2025-01-27 20:00:00,https://tableau.example.com/views/TAB-1077
